polling_station_id,กล้าธรรม,ประชาชน,ประชาธิปัตย์,ภูมิใจไทย,เพื่อไทย,เศรษฐกิจ,ไทยก้าวใหม่,ไทรวมพลัง,turnout_rate,spoiled_rate,abstain_rate,cluster,province,constituency,amphoe,tambon,unit,election_type,pca_1,pca_2
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลชีทวน|9,0.6956521739130435,0.031055900621118012,0.0,0.006211180124223602,0.006211180124223602,0.0,0.0,0.2608695652173913,0.6538461538461539,0.023529411764705882,0.023529411764705882,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,9,constituency,-1.3565560911759276,1.8340582060272308
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|1,0.8382352941176471,0.0661764705882353,0.0,0.0,0.007352941176470588,0.0,0.0,0.08823529411764706,0.3534798534798535,0.031088082901554404,0.0051813471502590676,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,1,constituency,-1.32487567276145,2.2812021012168584
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|10,0.2785714285714286,0.06785714285714285,0.0,0.007142857142857143,0.010714285714285714,0.0035714285714285713,0.0,0.6321428571428571,0.43434343434343436,0.0664451827242525,0.0033222591362126247,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,10,constituency,-1.277377635113762,-0.34850627713541793
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|11,0.3467741935483871,0.024193548387096774,0.004032258064516129,0.024193548387096774,0.016129032258064516,0.012096774193548387,0.0,0.5725806451612904,0.4542314335060449,0.04182509505703422,0.015209125475285171,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,11,constituency,-1.0172885767298832,-0.2799266713392692
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|12,0.2127659574468085,0.03829787234042553,0.0,0.00425531914893617,0.02553191489361702,0.00851063829787234,0.00425531914893617,0.7063829787234043,0.3717357910906298,0.012396694214876033,0.008264462809917356,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,12,constituency,-1.717506546967121,-1.3713491343652893
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|3,0.3827751196172249,0.05263157894736842,0.004784688995215311,0.009569377990430622,0.014354066985645933,0.023923444976076555,0.004784688995215311,0.507177033492823,0.438,0.0045662100456621,0.0045662100456621,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,3,constituency,-1.1349676649760974,-0.6021694070192097
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|5,0.32247557003257327,0.06840390879478828,0.0,0.0,0.019543973941368076,0.003257328990228013,0.0,0.5863192182410424,0.5641476274165202,0.028037383177570093,0.009345794392523364,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,constituency,-1.4325116315434367,-0.3021932222550107
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|7,0.5233644859813084,0.037383177570093455,0.0,0.009345794392523364,0.018691588785046728,0.0,0.0,0.411214953271028,0.439453125,0.04888888888888889,0.0,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,7,constituency,-1.4010739402899748,0.8006711202080979
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|8,0.3651877133105802,0.06484641638225255,0.0,0.006825938566552901,0.017064846416382253,0.010238907849829351,0.0,0.5358361774744027,0.5025380710659898,0.03367003367003367,0.013468013468013467,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,8,constituency,-1.2408877423591356,-0.11694010721752505
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลท่าไห|9,0.38308457711442784,0.05970149253731343,0.004975124378109453,0.004975124378109453,0.024875621890547265,0.004975124378109453,0.0,0.5174129353233831,0.0,0.0,0.0,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,constituency,-1.5603770125842296,-1.0386035661882123
